"filename", "language", "JavaScript", "Markdown", "HTML", "JSON", "PostCSS", "XML", "JavaScript JSX", "comment", "blank", "total"
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\client\src\socket\socket.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 5, 10
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\client\src\socket\socketListeners.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 15, 40
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\client\src\store\useAssetsStore.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 8, 26
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\client\src\store\useChatStore.js", "JavaScript", 345, 0, 0, 0, 0, 0, 0, 0, 66, 411
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\client\src\store\useGroupChatStore.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 0, 13, 71
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\client\src\store\userStore.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 1, 10, 36
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\client\tailwind.config.js", "JavaScript", 95, 0, 0, 0, 0, 0, 0, 1, 0, 96
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\client\vercel.json", "JSON", 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\client\vite.config.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 1, 2, 8
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\package-lock.json", "JSON", 0, 0, 0, 3969, 0, 0, 0, 0, 1, 3970
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\package.json", "JSON", 0, 0, 0, 40, 0, 0, 0, 0, 1, 41
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\constants\socketEvents.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 33
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\controllers\chat.controller.js", "JavaScript", 332, 0, 0, 0, 0, 0, 0, 2, 70, 404
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\controllers\group.controller.js", "JavaScript", 285, 0, 0, 0, 0, 0, 0, 18, 80, 383
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\controllers\message.controller.js", "JavaScript", 165, 0, 0, 0, 0, 0, 0, 45, 59, 269
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\controllers\notification.controller.js", "JavaScript", 67, 0, 0, 0, 0, 0, 0, 11, 17, 95
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\controllers\request.controller.js", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 28, 24, 106
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\controllers\user.controller.js", "JavaScript", 840, 0, 0, 0, 0, 0, 0, 32, 187, 1059
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\db\db.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\index.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 2, 3, 15
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\middlewares\adminPermission.middleware.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 6, 27
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\middlewares\draftImage.middleware.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\middlewares\draftOwner.middleware.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 8, 31
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\middlewares\multer.middleware.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\middlewares\publicProfile.middleware.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 8, 28
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\middlewares\userAuth.middleware.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 2, 12, 49
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\models\chat.model.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 0, 16, 63
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\models\message.model.js", "JavaScript", 95, 0, 0, 0, 0, 0, 0, 1, 10, 106
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\models\notification.model.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 0, 5, 52
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\models\request.model.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 0, 4, 51
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\models\user.model.js", "JavaScript", 83, 0, 0, 0, 0, 0, 0, 0, 10, 93
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\redis\config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 2, 3, 11
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\routes\chat.route.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 2, 2, 24
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\routes\group.route.js", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 0, 4, 34
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\routes\message.route.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 2, 3, 24
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\routes\notification.route.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\routes\ping.route.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\routes\request.route.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\routes\user.route.js", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 0, 4, 53
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\server.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 5, 15, 58
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\ai.service.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 0, 10, 50
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\brevoMail.service.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 6, 8, 35
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\chat.services.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 14, 12, 66
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\cloudinary.service.js", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 8, 15, 67
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\generateOTP.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 2, 1, 6
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\generateTokens.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\group.service.js", "JavaScript", 105, 0, 0, 0, 0, 0, 0, 34, 48, 187
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\mail.service.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 7, 42
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\mailSender.service.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 7, 28
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\message.service.js", "JavaScript", 119, 0, 0, 0, 0, 0, 0, 33, 36, 188
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\notification.service.js", "JavaScript", 122, 0, 0, 0, 0, 0, 0, 27, 25, 174
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\request.service.js", "JavaScript", 130, 0, 0, 0, 0, 0, 0, 26, 42, 198
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\sendOTP.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\services\sendVerificationToken.js", "JavaScript", 128, 0, 0, 0, 0, 0, 0, 0, 14, 142
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\handler\chat.handler.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 1, 4, 12
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\handler\disconnect.handler.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 9, 41
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\handler\group.handler.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 40, 16, 69
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\handler\index.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\handler\message.handler.js", "JavaScript", 287, 0, 0, 0, 0, 0, 0, 2, 83, 372
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\handler\onlineStatus.handler.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 2, 13, 51
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\handler\onlineStatusAfterLogin.js", "JavaScript", 51, 0, 0, 0, 0, 0, 0, 2, 12, 65
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\index.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 3, 17, 48
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\middleware\adminPermission.middleware.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 7, 30
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\middleware\auth.middleware.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 2, 11, 40
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\services\group.service.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 7, 5, 34
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\services\message.service.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 6, 20
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\socketInstance.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\soketsMap.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\utils\cookieParser.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\utils\getGroupMembers.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 6, 9, 34
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\utils\getOtherChatUser.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 6, 19
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\utils\getUserChatPartners.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 7, 25
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\utils\getUserGroups.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 6, 15, 59
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\sockets\utils\isGroupChat.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\apiUtils.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 5, 30
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\asyncHandler.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\document existance check\chat.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\document existance check\group.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 5, 2, 10
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\document existance check\message.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\document existance check\request.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 6, 18
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\document existance check\user.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 6, 18
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\fields validations\assertAtleastOneField.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\fields validations\assertRequiredFields.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 9, 22
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\fields validations\validateAtleastOneField.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\fields validations\validateRequiredFields.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 4, 8, 27
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\getUniqueMembers.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 11, 8, 32
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\isValidObjectId.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\server\src\utils\verify-success.html", "HTML", 0, 0, 77, 0, 0, 0, 0, 0, 9, 86
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\system_design.md", "Markdown", 0, 332, 0, 0, 0, 0, 0, 0, 70, 402
"f:\Coding\MERN Stack\Backend\Websockets\Chat App\test.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"Total", "-", 5718, 485, 91, 8503, 8, 2, 6115, 826, 2298, 24046
